	tm_a_hek	tm_b_hek	untr_a_hek	untr_b_hek	ribo_tm_a	ribo_tm_b	ribo_untr_a	ribo_untr_b
TSNAXIP1	23	38	28	33	2	0	4	5
TSPAN12	85	113	122	104	97	71	133	223
TSPAN13	142	160	146	154	142	93	300	520
TSPAN14	39	58	52	52	83	58	158	206
TSPAN15	98	132	119	99	36	22	96	103
TSPAN17	150	207	179	162	9	14	29	42
TSPAN3	1793	2169	2228	1823	998	560	1597	2401
TSPAN31	68	83	90	78	116	72	203	323
TSPAN33	74	92	100	77	48	24	112	176
TSPAN4	76	89	108	84	25	15	65	93
TSPAN5	53	83	74	59	18	13	48	78
TSPAN6	652	770	772	743	294	213	430	751
TSPAN7	37	47	53	44	31	21	70	109
TSPAN9	40	40	45	40	95	55	170	254
TSPO	199	219	268	193	91	56	186	266
TSPYL1	1733	2203	2151	2049	1574	1202	2405	3703
TSPYL2	325	425	419	363	196	163	295	463
TSPYL4	76	68	104	88	142	105	306	452
TSR1	2887	3844	3892	3663	1339	866	2264	3084
TSR2	221	323	338	355	246	161	458	730
TSR3	344	414	522	506	112	71	264	449
TSSC1	245	301	366	323	126	73	184	224
TSSC4	264	280	274	242	76	62	121	235
TST	272	336	329	259	132	80	204	329
TSTA3	271	389	368	307	120	81	265	395
TSTD2	179	223	334	271	83	50	139	191
TTBK2	276	363	371	363	30	14	55	83
TTC1	580	750	659	706	508	395	924	1237
TTC12	341	424	430	370	69	46	91	150
TTC13	804	1003	1139	1062	175	114	282	440
TTC14	518	633	741	742	188	142	281	386
TTC17	945	1059	1162	981	151	85	273	401
TTC18	49	77	78	77	7	9	21	15
TTC19	431	537	567	541	177	95	262	366
TTC21B	744	932	1113	988	185	145	472	526
TTC23	186	259	262	251	28	10	38	41
TTC26	360	448	447	363	178	102	256	398
TTC27	937	1200	1178	1156	241	151	460	643
TTC28	659	888	1280	1034	213	136	368	482
TTC3	3859	4848	5970	5376	220	154	446	542
TTC30A	127	146	183	149	155	124	298	441
TTC30B	119	129	164	157	170	115	281	423
TTC31	102	126	171	141	43	32	50	113
TTC32	70	124	129	99	68	55	104	155
TTC33	141	195	224	250	97	86	210	258
TTC37	3699	4582	4907	4329	755	510	1691	2125
TTC38	392	444	537	490	134	113	277	430
TTC39A	78	80	71	94	101	72	217	332
TTC39B	72	80	94	87	38	24	66	94
TTC39C	100	112	151	129	72	51	149	218
TTC4	903	1183	1209	1120	275	226	438	752
TTC5	371	407	491	489	138	97	198	256
TTC7A	88	124	168	159	19	11	38	74
TTC7B	274	401	536	432	89	59	239	338
TTC8	225	300	327	291	170	126	315	398
TTC9C	139	185	194	171	71	41	105	174
TTF1	522	671	766	736	230	178	340	452
TTF2	2141	2497	3072	2911	671	465	1033	1458
TTI1	855	1118	1299	1092	285	197	504	688
TTI2	176	198	225	206	153	86	238	398
TTK	1786	2210	2252	2016	1138	825	1635	2112
TTL	254	323	346	274	47	37	133	167
TTLL1	38	36	45	50	10	12	29	29
TTLL11	51	81	98	87	14	7	7	27
TTLL12	1203	1406	1525	1401	624	484	1102	2123
TTLL3	145	221	311	253	16	5	18	17
TTLL4	622	781	1077	908	332	195	526	764
TTLL5	536	715	887	759	49	41	107	126
TTLL7	150	180	215	192	61	54	149	171
TTPAL	128	150	185	150	52	43	128	156
TTYH2	30	26	37	25	15	13	28	44
TTYH3	83	92	218	183	123	66	277	419
TUB	343	445	500	459	46	23	102	153
TUBA1A	15956	19542	14435	12557	15582	10745	28664	43665
TUBA1B	35033	42606	33690	29728	22050	15278	41164	62611
TUBA1C	22819	26989	21885	19319	16689	11522	29667	47550
TUBA8	40	41	44	40	193	101	294	652
TUBB	15487	19523	16093	12980	14783	10319	28765	42691
TUBB2A	1011	1298	1062	899	1726	1345	3459	4979
TUBB2B	1068	1368	1141	990	1706	1330	3576	4996
TUBB3	436	567	400	319	935	675	1762	2537
TUBB4A	337	466	433	311	1057	789	1992	2929
TUBB4B	4116	5585	4900	4304	5434	4057	8864	15497
TUBB4Q	157	308	264	218	672	493	1231	2171
TUBB6	436	594	598	521	750	547	1490	2000
TUBB8	94	176	147	117	458	346	833	1493
TUBD1	121	188	216	172	90	65	167	240
TUBE1	354	460	414	367	57	49	154	184
TUBG1	993	1282	1220	1087	516	343	932	1410
TUBG2	397	502	498	423	261	167	461	727
TUBGCP2	1460	1816	1805	1628	357	253	790	1083
TUBGCP3	437	639	709	667	159	109	352	539
TUBGCP4	415	585	747	662	301	250	638	824
TUBGCP5	710	839	1022	895	148	135	277	311
TUBGCP6	1033	1308	1656	1349	198	97	270	374
TUFM	3486	4337	4350	3968	1790	1207	3879	5487
TUFT1	99	130	118	126	93	67	192	221
TULP3	142	185	250	222	133	92	195	317
TULP4	186	246	431	368	61	27	94	123
TUSC1	26	31	45	61	20	20	40	44
TUSC2	98	123	158	143	52	24	58	123
TUSC3	551	706	691	658	337	238	653	968
TUT1	239	245	277	269	148	94	249	331
TVP23B	626	767	861	874	101	67	157	210
TVP23C	322	437	526	548	58	44	91	151
TWF1	740	969	830	820	554	410	1411	1644
TWISTNB	561	605	692	657	202	134	345	505
TWSG1	204	213	202	196	157	104	366	447
TXLNA	1748	2233	2388	2269	846	634	1412	2090
TXLNG	884	1200	1204	1244	612	483	1234	1491
TXN	4696	6002	7171	6777	2107	1690	3652	6242
TXN2	225	441	300	288	239	144	467	728
TXNDC11	322	396	412	337	21	23	33	58
TXNDC12	205	237	321	343	296	221	541	874
TXNDC15	191	264	309	294	156	99	269	393
TXNDC16	442	521	626	555	111	82	300	334
TXNDC17	592	752	830	779	516	402	954	1462
TXNDC5	2110	2682	2933	2670	853	535	2147	2984
TXNDC9	402	523	557	492	230	225	569	621
TXNIP	89	87	130	105	44	36	74	93
TXNL1	391	508	537	498	494	418	1041	1367
TXNL4A	558	702	696	632	393	243	630	1018
TXNL4B	60	89	126	87	79	67	137	190
TXNRD1	2238	2706	3010	2961	987	699	1177	1615
TXNRD2	287	320	363	363	227	160	413	669
TXNRD3	272	348	410	396	38	21	59	75
TYK2	653	859	952	785	144	83	272	382
TYMS	495	690	1150	924	1355	952	2593	3927
TYRO3	306	360	405	349	56	35	126	189
TYSND1	153	186	220	201	278	154	418	663
TYW1	544	712	828	783	106	71	204	294
TYW1B	280	394	455	447	54	41	125	167
TYW3	444	648	605	628	123	84	233	306
TYW5	114	117	150	131	35	28	67	74
U2AF1	958	1419	1559	1557	1154	893	1944	3166
U2AF1L4	25	31	29	28	36	25	36	67
U2AF2	2773	3567	3449	3262	1936	1350	3471	5180
U2SURP	6779	8259	9247	9059	1207	921	2034	2651
UACA	946	1387	1504	1519	261	211	511	656
UAP1	1257	1502	1568	1499	504	358	1062	1374
UAP1L1	28	34	66	65	38	29	56	101
UBA1	6344	7999	8629	7541	6975	4850	11559	16578
UBA2	2941	3549	3657	3234	3986	2975	8813	11495
UBA3	1139	1381	1345	1405	474	333	823	994
UBA5	530	715	750	756	278	185	472	634
UBA52	4783	6108	6240	5551	2983	2066	6742	9770
UBA6	1731	2199	2285	2056	688	507	1279	1657
UBAC1	444	561	626	576	99	67	248	322
UBAC2	269	375	333	284	130	75	219	356
UBALD2	26	37	34	26	90	87	188	308
UBAP1	422	442	470	417	119	97	233	321
UBAP2	714	915	966	790	305	214	553	785
UBAP2L	2299	2987	3606	2877	2332	1654	3511	5796
UBASH3B	33	41	36	31	23	24	63	108
UBB	9928	11768	12646	13108	10554	7872	20810	28016
UBBP4	3924	4401	4337	4315	4254	3430	9137	13035
UBC	37175	44078	39107	35736	28200	21999	61573	69835
UBE2A	229	352	241	254	485	369	884	1148
UBE2B	103	159	146	161	298	246	598	794
UBE2C	822	1192	1032	867	1515	976	2748	4046
UBE2D1	124	155	118	130	142	122	316	355
UBE2D2	528	640	614	567	514	411	1166	1338
UBE2D3	1366	1758	1270	998	783	601	1554	2029
UBE2D4	28	39	37	29	5	16	26	29
UBE2E1	853	1022	799	579	1135	885	2162	2805
UBE2E2	153	169	230	174	96	72	236	296
UBE2E3	283	355	434	354	235	180	512	708
UBE2F	190	240	247	212	86	46	168	204
UBE2G1	222	255	346	345	314	299	544	782
UBE2G2	367	515	616	607	372	291	651	987
UBE2H	67	112	108	123	170	110	289	363
UBE2I	482	685	600	590	496	437	1113	1498
UBE2J1	443	574	507	522	233	144	445	633
UBE2J2	306	441	419	344	268	193	506	690
UBE2K	257	431	497	440	476	379	957	1124
UBE2L3	1102	1328	1256	1123	935	688	1592	2433
UBE2M	648	840	806	660	661	473	1325	1799
UBE2N	567	667	706	681	1108	727	2108	2664
UBE2NL	23	30	39	22	138	101	320	394
UBE2O	823	1077	1687	1322	406	290	716	1210
UBE2Q1	665	741	870	806	246	166	468	679
UBE2Q2	310	335	409	373	50	38	80	136
UBE2R2	221	236	333	320	218	138	400	599
UBE2S	1608	1905	1795	1674	938	682	1879	2925
UBE2T	856	987	923	833	574	397	855	1299
UBE2V2	443	571	584	595	397	325	823	991
UBE2W	121	140	151	124	79	49	109	140
UBE2Z	234	298	390	393	328	227	557	792
UBE3A	1349	1699	1994	1982	357	286	705	898
UBE3B	354	497	540	438	104	57	153	242
UBE3C	2267	2864	3150	2806	507	335	1011	1266
UBE3D	215	275	349	325	84	38	159	227
UBE4A	1412	1769	2064	1766	470	355	927	1105
UBE4B	666	901	1180	1004	395	296	787	1130
UBFD1	325	461	529	504	276	236	501	750
UBIAD1	195	250	256	208	94	81	199	312
UBL3	107	127	106	112	45	34	107	148
UBL4A	184	259	341	299	178	117	319	467
UBL5	599	762	752	681	1046	768	1690	2776
UBL7	694	894	681	650	438	297	834	1185
UBLCP1	286	360	552	527	394	290	655	910
UBN1	653	905	1102	973	74	63	156	234
UBN2	312	410	619	557	95	85	179	237
UBOX5	51	84	128	83	92	64	146	202
UBP1	989	1383	1543	1318	82	61	178	255
UBQLN1	1869	2285	2468	2116	1166	826	2435	2922
UBQLN2	250	303	564	419	493	329	836	1103
UBQLN4	499	560	713	601	282	176	535	778
UBR1	1076	1330	1551	1396	482	336	672	922
UBR2	1495	1815	2012	1749	585	414	1007	1371
UBR3	1484	1896	2242	2017	405	285	662	853
UBR4	4398	6166	8948	7447	2327	1501	3309	4906
UBR5	3902	4821	6010	5335	788	554	1403	1811
UBR7	593	694	877	880	557	416	1137	1389
UBTD1	25	25	38	45	22	17	44	62
UBTD2	218	290	327	286	66	36	92	145
UBTF	1607	2041	2616	2480	665	521	1140	1778
UBXN1	689	776	718	849	292	208	631	990
UBXN11	224	238	274	285	58	35	61	120
UBXN2A	221	270	280	264	71	58	171	206
UBXN2B	208	259	324	290	80	52	176	238
UBXN4	635	745	879	842	453	389	950	1119
UBXN6	333	409	407	352	89	74	180	255
UBXN7	255	291	451	383	356	259	620	784
UBXN8	232	277	268	272	127	81	233	389
UCHL1	1698	2180	2448	2252	3218	2201	5523	8406
UCHL3	636	837	840	814	239	185	443	537
UCHL5	980	1350	1520	1466	504	448	1120	1498
UCK1	265	332	357	347	132	106	236	350
UCK2	1059	1326	1526	1510	440	342	938	1419
UCKL1	351	429	373	308	115	85	222	383
UCP2	44	51	143	97	130	98	95	108
UEVLD	120	146	193	106	103	63	154	215
UFC1	537	637	645	642	279	213	574	805
UFD1L	570	764	761	718	615	449	1210	1741
UFL1	716	800	919	867	278	200	478	595
UFM1	82	111	128	106	206	156	335	465
UFSP2	216	235	264	252	109	97	227	296
UGCG	246	311	318	285	175	140	252	410
UGDH	264	371	436	447	239	197	365	568
UGGT1	1962	2492	2826	2656	439	293	889	1024
UGGT2	916	1110	1312	1260	215	140	396	427
UGP2	484	558	644	620	362	239	750	905
UGT8	244	325	341	294	185	124	335	469
UHMK1	707	839	909	784	105	99	276	372
UHRF1	1188	1764	1858	1839	1060	794	1909	2931
UHRF1BP1	481	620	779	683	163	106	292	379
UHRF1BP1L	935	1204	1327	1204	230	180	442	509
UHRF2	440	502	730	641	97	64	193	278
UIMC1	802	987	1138	1143	137	81	260	365
ULBP2	47	50	51	46	53	37	88	137
ULBP3	94	109	131	116	103	62	132	208
ULK1	71	87	159	121	72	48	165	290
ULK2	151	156	168	126	5	1	9	9
ULK3	492	641	692	609	88	59	168	289
ULK4	284	344	420	396	23	13	16	43
UMPS	1212	1483	1579	1459	500	364	760	1209
UNC119	90	140	114	101	65	49	156	228
UNC119B	167	211	226	187	184	129	316	416
UNC13B	1121	1342	1503	1320	102	64	188	255
UNC45A	1389	1755	2035	2032	441	275	723	1159
UNC50	252	366	349	302	181	101	233	418
UNC5B	132	165	188	177	86	36	147	270
UNC5C	94	119	165	117	82	41	119	155
UNC93B1	109	126	119	107	41	29	88	131
UNCX	49	68	87	93	0	1	2	0
UNG	1062	1255	1166	995	630	464	1124	1570
UNK	173	240	260	181	85	67	152	179
UNKL	50	72	87	106	53	45	79	172
UPF1	943	1282	1519	1207	957	653	1423	2310
UPF2	1011	1261	1470	1357	291	256	546	714
UPF3A	162	250	281	276	158	113	259	367
UPF3B	505	664	761	836	317	236	654	847
UPP1	70	74	84	90	43	22	82	86
UPRT	140	177	152	161	74	34	125	165
UQCC	366	510	431	425	205	143	322	451
UQCR10	425	602	544	432	465	336	985	993
UQCR11	273	353	577	535	331	207	387	753
UQCRB	812	1171	1351	1328	698	540	1649	2020
UQCRC1	3337	3991	4085	3626	1106	777	2093	3134
UQCRC2	2818	3347	3235	2675	1463	1070	2774	3514
UQCRFS1	1624	1963	2168	2052	3382	2360	6503	9770
UQCRH	2119	2851	3105	3159	1053	663	1879	2962
UQCRHL	676	928	777	829	478	289	830	1360
UQCRQ	765	979	1224	1145	935	798	1622	2298
URB1	2056	2671	3472	2973	381	239	635	964
URB2	2325	2912	3215	2865	470	359	904	1398
URGCP	464	572	687	609	194	132	276	516
URI1	1820	2148	2365	2418	483	380	1063	1519
URM1	89	105	126	95	124	112	214	330
UROD	964	1088	1180	1045	772	520	1304	1841
UROS	645	811	831	791	47	29	94	144
USB1	70	83	192	150	56	23	97	127
USE1	87	130	133	134	93	60	124	209
USF1	411	536	567	495	132	88	259	364
USF2	347	511	393	387	246	158	338	576
USMG5	470	611	509	542	605	482	1161	1582
USO1	1903	2449	2375	2206	552	402	1065	1220
USP1	5315	6444	7026	6674	585	487	1553	1952
USP10	2041	2529	2762	2470	440	364	984	1298
USP11	998	1335	1432	1201	1884	1192	2976	4322
USP12	222	304	286	261	47	26	152	167
USP13	307	432	552	577	229	205	492	724
USP14	454	618	1178	911	1423	1163	2465	3293
USP15	1431	1854	2088	1987	390	303	847	956
USP16	2391	3073	3114	2761	283	198	622	757
USP18	223	240	301	260	105	69	198	314
USP19	1410	1819	2018	1942	449	296	772	1069
USP2	40	47	62	77	15	25	54	72
USP20	218	276	281	257	120	69	183	259
USP21	151	207	245	217	21	20	49	72
USP22	3103	3987	4295	3672	979	682	1725	2379
USP24	4515	5826	6526	6193	593	433	1048	1523
USP25	1190	1463	1598	1519	66	54	186	236
USP27X	26	51	52	42	14	19	31	46
USP28	949	1141	1293	1058	155	118	315	485
USP3	297	349	417	347	197	143	366	470
USP30	163	194	164	137	131	85	232	333
USP31	188	319	391	316	20	19	43	54
USP32	819	1173	1336	1149	217	134	336	437
USP33	2310	2876	2991	2658	699	603	1445	1861
USP34	3499	4601	6120	5334	344	256	635	784
USP35	56	54	84	71	17	5	15	22
USP36	430	545	872	756	171	104	302	497
USP37	732	953	1110	953	225	149	434	608
USP38	1098	1376	1450	1197	190	123	372	473
USP39	1254	1567	1510	1384	375	311	843	1117
USP4	315	392	564	506	100	76	163	211
USP40	377	503	586	593	47	30	132	154
USP41	88	111	115	90	55	38	111	155
USP42	162	216	318	265	78	57	148	226
USP43	60	66	62	63	7	3	15	24
USP44	95	101	110	100	17	19	52	63
USP45	342	414	517	540	51	29	106	145
USP46	279	377	372	385	55	29	150	201
USP47	1860	2345	2423	2419	300	222	653	897
USP48	1200	1656	2028	1948	677	505	1272	1722
USP49	45	77	115	92	8	13	18	30
USP5	1541	1842	1961	1983	928	667	1679	2820
USP51	32	58	53	48	11	12	16	23
USP53	653	881	911	901	89	83	151	213
USP54	508	665	889	763	149	112	229	306
USP6	124	191	151	113	50	17	75	77
USP6NL	266	336	332	302	46	32	133	159
USP7	2389	3349	3666	3607	508	378	882	1185
USP8	712	931	1083	1040	353	270	692	803
USP9X	10552	13670	15548	14199	2443	1748	4443	5567
USPL1	608	769	896	799	155	130	225	295
UST	154	185	192	165	20	10	33	47
UTP11L	860	1094	1056	1107	743	594	1323	1682
UTP14A	2197	2638	2856	2905	490	404	753	1207
UTP14C	950	1198	1415	1340	277	199	478	700
UTP15	816	995	1079	960	265	185	462	622
UTP18	1524	1847	2309	2269	951	667	1566	2140
UTP20	3905	4850	5542	5083	896	619	1379	1943
UTP23	181	187	240	182	91	95	151	188
UTP3	489	653	866	797	371	284	589	902
UTP6	1129	1491	1580	1635	523	407	944	1271
UTRN	2419	3070	3728	3562	707	461	1046	1639
UVRAG	296	345	437	407	77	46	113	159
UVSSA	97	115	191	174	18	20	36	67
UXS1	243	299	366	374	110	76	210	290
UXT	460	530	504	404	482	381	819	1341
VAC14	282	406	549	476	164	114	308	448
VAMP2	18	19	32	27	49	26	84	110
VAMP3	241	323	259	203	206	164	332	446
VAMP4	37	35	44	35	50	28	67	75
VAMP7	1260	1550	1614	1382	378	250	760	1056
VAMP8	57	87	68	70	64	49	116	191
VANGL1	180	293	266	230	131	79	227	374
VANGL2	43	61	141	69	23	18	112	148
VAPA	913	1089	1155	1146	704	579	1486	2098
VAPB	168	203	300	247	356	302	704	1017
VARS	1491	1851	2585	2159	1340	994	2559	3792
VARS2	465	540	548	555	186	88	260	368
VASH1	60	75	114	128	8	2	14	17
VASH2	24	31	42	42	10	3	15	24
VASP	143	156	190	176	63	31	84	130
VAT1	329	426	577	475	347	237	779	1014
VAV1	37	45	56	31	20	16	46	40
VAV2	193	226	307	229	70	56	189	265
VAV3	71	53	80	77	25	30	69	72
VBP1	1608	1920	2345	2247	846	617	1692	2253
VCAN	1308	1803	2200	1839	691	400	1226	1676
VCL	1901	2396	2589	2420	1438	986	2077	3047
VCP	6592	8057	8569	8135	4371	2917	6340	10016
VCPIP1	429	619	788	731	204	142	313	442
VDAC1	3196	3851	3330	2892	2392	1849	5671	7545
VDAC2	3234	4040	3953	3323	2098	1631	4877	6554
VDAC3	2019	2373	2431	2245	1036	821	2580	3636
VEGFA	85	107	123	110	38	26	85	89
VEGFB	19	38	34	38	10	11	27	38
VEZF1	263	320	254	227	206	153	428	540
VEZT	954	1105	1213	1039	327	232	549	556
VGLL4	75	94	102	70	88	54	155	242
VHL	374	481	636	688	196	145	364	514
VILL	63	85	70	86	0	0	0	1
VIM	5418	7373	8368	7512	5383	3714	12865	20752
VIMP	305	409	415	471	76	65	214	325
VIPAS39	143	185	168	172	59	39	129	167
VIPR1	19	26	41	28	16	12	29	49
VKORC1	262	330	371	308	187	135	328	538
VKORC1L1	86	82	109	84	53	40	93	160
VMA21	263	371	308	307	224	165	499	620
VMP1	554	666	748	710	391	274	819	1160
VOPP1	60	82	90	96	44	46	98	138
VPRBP	1289	1764	2094	1823	490	352	771	1136
VPS11	468	566	607	510	100	78	196	265
VPS13A	3120	4220	5129	4890	440	287	708	862
VPS13B	1236	1720	2176	1979	167	108	238	373
VPS13C	2004	2711	3188	3037	543	327	839	1086
VPS13D	1923	2576	3343	2953	282	192	505	641
VPS16	519	584	617	522	232	169	428	593
VPS18	284	367	417	353	278	166	358	626
VPS25	536	787	697	604	296	218	469	682
VPS26A	394	510	739	732	650	486	1287	1905
VPS26B	181	278	305	306	70	48	177	262
VPS28	180	207	243	226	119	84	220	386
VPS29	483	604	595	490	555	396	1008	1371
VPS33A	825	1111	1273	1184	584	384	1059	1419
VPS33B	215	248	304	325	58	49	113	153
VPS35	2509	2992	3238	3142	1163	801	2256	3012
VPS36	386	548	597	602	161	107	257	364
VPS37A	176	221	241	223	101	105	260	325
VPS37B	39	76	101	90	126	89	223	297
VPS37C	86	123	122	122	43	37	65	107
VPS39	346	463	511	426	204	153	394	557
VPS41	980	1209	1250	1277	184	132	326	439
VPS45	810	1009	1137	1026	452	360	763	973
VPS4A	856	1028	1116	1087	256	154	435	717
VPS4B	327	413	477	433	291	195	425	691
VPS51	802	926	1035	955	216	148	408	608
VPS52	401	495	610	524	408	288	682	916
VPS53	324	454	653	524	478	350	875	1192
VPS54	827	1014	1038	992	39	26	89	104
VPS72	768	948	870	876	335	254	572	893
VPS8	612	753	881	700	85	70	183	206
VRK1	1343	1697	1849	1775	873	717	1359	1920
VRK2	528	673	621	568	92	73	228	281
VRK3	290	370	375	318	80	66	162	228
VSIG10	60	82	94	66	11	5	27	36
VTA1	794	1024	872	807	617	440	1072	1194
VTI1A	211	270	319	272	58	62	102	179
VTI1B	414	572	543	516	42	41	137	193
VWA1	22	35	44	36	18	16	49	70
VWA8	861	1176	1580	1435	207	156	389	485
VWA9	886	1110	1117	944	333	263	752	959
VWDE	269	398	477	452	8	9	27	38
WAC	843	1128	1003	732	345	278	881	1087
WAPAL	2413	3109	3446	3318	697	529	1210	1722
WARS	1237	1710	1589	1330	857	664	2094	2507
WARS2	391	499	482	439	140	106	249	351
WASF1	340	359	645	485	175	141	490	556
WASF2	260	324	474	348	399	265	772	1080
WASF3	186	214	243	235	72	35	121	156
WASH1	1490	1934	2247	1926	749	425	1098	1869
WASL	168	229	235	194	261	186	537	753
WBP1	218	253	266	213	21	17	42	70
WBP11	1114	1466	1422	1271	868	596	1291	1815
WBP1L	61	84	60	80	46	25	75	120
WBP2	102	220	147	128	354	254	626	947
WBP4	204	247	291	251	123	118	271	320
WBP5	441	512	537	578	127	96	242	322
WBSCR16	946	1116	1319	1226	267	208	631	939
WBSCR22	728	1034	1065	1074	582	392	1048	1500
WDFY1	318	375	381	311	163	144	399	614
WDFY2	51	71	101	100	50	43	91	143
WDFY3	1793	2216	2622	2366	277	202	443	552
WDHD1	1248	1552	1768	1579	253	214	511	705
WDPCP	157	163	199	193	24	15	43	47
WDR1	1540	1985	1835	1738	921	683	2077	2890
WDR11	1396	1716	1863	1647	578	390	1014	1418
WDR12	1124	1271	1448	1413	472	354	791	1047
WDR13	303	368	328	299	103	63	179	218
WDR17	262	346	411	401	40	23	70	100
WDR18	431	500	505	475	635	424	1111	1789
WDR19	504	694	797	698	164	103	253	331
WDR20	239	345	340	274	81	54	132	181
WDR24	119	151	188	175	36	29	90	140
WDR25	102	116	127	115	35	41	74	96
WDR26	956	1235	2120	1957	375	309	848	1109
WDR27	215	268	358	341	21	9	28	44
WDR3	3456	4050	4301	4093	1063	816	1926	2732
WDR33	2001	2385	2746	2316	457	347	681	1073
WDR34	1016	1191	1309	1111	309	197	458	785
WDR35	963	1013	1278	1117	338	280	622	853
WDR36	1738	2143	2222	1910	1023	787	1593	2085
WDR37	167	182	262	216	61	56	150	202
WDR4	318	356	605	557	144	108	268	305
WDR41	743	926	1105	1058	295	201	676	843
WDR43	2989	3728	4191	3754	1048	805	1694	2407
WDR44	725	962	1143	1121	364	258	551	716
WDR45	251	303	356	260	137	85	301	427
WDR45B	676	823	780	679	152	107	350	484
WDR46	1075	1261	1262	1188	519	357	882	1399
WDR47	374	477	396	372	115	64	238	325
WDR48	1161	1418	1574	1354	382	250	609	854
WDR5	739	972	1089	1034	399	253	772	1151
WDR52	438	565	734	709	1	2	6	8
WDR53	104	120	127	117	40	23	63	100
WDR54	299	383	319	307	131	100	245	291
WDR55	265	321	368	349	101	73	173	249
WDR59	593	710	923	764	126	101	226	352
WDR5B	73	115	109	82	19	21	35	64
WDR6	2479	3078	3357	3017	840	583	1199	1910
WDR60	263	340	408	357	122	81	176	297
WDR61	1117	1348	1483	1431	273	202	605	901
WDR62	611	714	976	845	321	255	595	923
WDR63	33	36	45	27	67	51	100	143
WDR67	578	726	830	732	120	91	251	255
WDR7	563	707	893	781	130	105	260	356
WDR70	719	896	987	931	363	281	654	856
WDR73	766	867	1022	894	128	85	146	242
WDR74	573	747	814	707	203	168	355	530
WDR75	1905	2372	2425	2274	669	529	1208	1551
WDR76	646	847	845	829	265	208	565	692
WDR77	1544	1858	1788	1676	891	658	1580	2709
WDR78	44	65	58	37	11	15	43	46
WDR81	347	465	536	545	164	106	250	370
WDR82	982	1367	1268	1009	446	308	907	1159
WDR83	99	103	118	142	56	38	97	151
WDR83OS	295	324	419	387	464	303	704	1218
WDR85	499	663	624	575	135	99	263	340
WDR89	248	320	412	392	78	53	120	170
WDR90	412	512	599	491	43	27	64	66
WDR91	181	274	296	223	90	72	143	256
WDR92	186	214	223	239	82	56	137	205
WDR96	22	33	38	23	9	5	10	20
WDSUB1	107	141	164	171	77	47	164	224
WDTC1	203	251	354	258	104	88	303	368
WDYHV1	43	51	71	51	29	17	69	73
WEE1	502	610	855	793	223	175	387	569
WFS1	159	219	268	219	139	101	264	403
WHAMM	175	274	309	302	36	27	67	82
WHSC1	2253	2953	4008	3618	344	229	725	1051
WHSC1L1	918	1153	1510	1312	232	178	571	768
WIBG	166	159	191	197	71	72	149	197
WIPF1	20	31	40	25	25	28	61	71
WIPF2	27	45	46	38	71	51	133	189
WIPI1	35	53	43	32	16	12	37	58
WIPI2	614	817	800	728	198	118	342	490
WIZ	150	243	330	225	163	128	336	481
WLS	981	1196	1295	1034	853	578	1674	2507
WNK1	1978	2520	4094	3263	935	647	2042	2633
WNK2	182	232	568	443	175	98	381	494
WNK3	544	702	690	628	88	57	122	157
WNT5A	69	81	119	104	75	67	155	267
WRAP53	353	442	514	466	139	104	247	416
WRAP73	403	508	434	413	255	164	516	750
WRB	355	436	485	438	111	64	188	222
WRN	846	1100	1353	1222	319	229	633	769
WRNIP1	975	1150	1317	1166	333	231	638	950
WSB1	362	441	496	534	138	120	222	425
WSB2	211	274	327	307	56	29	137	177
WSCD1	64	97	100	90	28	10	57	77
WTAP	1171	1606	1626	1573	444	318	832	1227
WWC1	373	489	535	488	63	31	111	163
