	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
TWNK	508	596	223	349	894	693	772	732
TWSG1	540	591	286	329	271	258	252	183
TXLNA	2152	2933	1128	1644	2948	2804	3019	2570
TXLNG	1777	1908	814	1078	1300	1323	1231	1022
TXN	3944	5539	2075	2659	6539	6298	5479	3517
TXN2	778	1084	419	555	346	331	416	267
TXNDC11	72	82	35	53	584	482	584	467
TXNDC12	954	1315	510	741	477	473	460	298
TXNDC15	446	527	181	321	441	422	371	260
TXNDC16	448	422	189	259	759	685	667	563
TXNDC17	1260	1674	669	1007	942	871	818	495
TXNDC5	3250	3960	1606	2292	3859	3541	3298	2465
TXNDC9	422	444	232	244	495	381	405	332
TXNIP	124	142	48	76	163	144	134	96
TXNL1	1604	1847	826	1025	638	578	660	501
TXNL4A	1330	1756	688	937	837	749	727	525
TXNL4B	236	286	122	146	165	134	119	111
TXNRD1	1854	2222	933	1214	3349	3298	3173	2140
TXNRD2	663	904	333	442	509	530	455	348
TXNRD3	136	163	72	81	628	608	534	396
TYK2	428	492	184	256	1117	930	1104	909
TYMP	12	13	5	8	74	64	54	48
TYMS	3890	4986	1910	2729	1406	1174	936	1046
TYRO3	137	187	80	97	390	350	371	293
TYSND1	724	988	353	493	286	254	252	206
TYW1	119	148	69	88	483	440	422	386
TYW1B	5	6	4	1	83	86	96	92
TYW3	365	418	165	223	727	751	702	469
TYW5	121	113	57	58	214	180	177	146
U2AF1L4	55	84	35	26	43	38	46	31
U2AF2	5263	7004	2522	3724	3887	3747	4172	3167
U2SURP	2987	3379	1397	1878	10814	10552	10064	7563
UACA	834	902	406	491	1704	1697	1566	1164
UAP1	1515	1648	688	863	1772	1650	1764	1225
UAP1L1	92	135	41	56	96	92	66	50
UBA1	17742	21576	8241	11037	9602	8368	9301	8068
UBA2	9369	10592	4412	5636	4110	3743	3927	2808
UBA3	1272	1304	571	722	1552	1563	1543	1047
UBA5	609	727	280	381	904	908	835	625
UBA52	6695	8461	3443	4718	7620	6650	7901	4893
UBA6	2008	2206	927	1152	2692	2418	2642	1844
UBA7	1	3	0	0	18	20	26	25
UBAC1	374	507	179	258	754	682	720	513
UBAC2	386	453	199	229	387	353	415	287
UBALD1	295	357	141	171	68	59	76	57
UBALD2	385	505	185	299	48	27	55	30
UBAP1	372	443	170	212	615	526	616	455
UBAP2	867	1071	476	552	1248	1018	1301	1094
UBAP2L	5729	7732	3256	4078	4505	3522	4106	4013
UBASH3B	87	140	51	64	54	40	58	33
UBB	3473	4142	1618	2347	10147	10275	9153	6171
UBC	8349	9524	4196	5539	7568	6919	8444	5907
UBE2A	1387	1576	705	901	440	397	542	402
UBE2B	942	1103	452	582	158	167	178	124
UBE2C	3589	4666	1782	2659	1558	1235	1764	1038
UBE2D1	490	511	239	272	142	160	200	139
UBE2D2	1449	1412	665	856	750	737	721	477
UBE2D3	500	718	261	333	792	657	917	600
UBE2D4	44	44	23	27	69	59	51	43
UBE2E1	3211	3663	1658	1999	1239	1014	1385	886
UBE2E2	387	434	158	220	323	247	242	228
UBE2E3	287	357	148	230	407	340	303	307
UBE2F	22	23	8	14	106	64	132	87
UBE2G1	865	1183	494	580	498	502	426	321
UBE2G2	1064	1408	536	712	868	879	687	533
UBE2H	400	517	190	250	166	170	141	110
UBE2I	1801	2056	841	1194	926	903	1038	707
UBE2J1	747	912	373	496	603	600	713	478
UBE2J2	900	1078	428	547	543	441	539	407
UBE2K	1507	1535	619	827	530	470	437	366
UBE2L3	577	864	326	515	730	581	743	448
UBE2M	1186	1346	542	757	808	633	870	599
UBE2N	1610	1888	810	1002	846	837	813	529
UBE2O	1079	1603	631	787	1996	1527	1380	1510
UBE2Q1	776	966	362	453	1080	976	1018	787
UBE2Q2	102	145	61	58	530	467	498	339
UBE2R2	647	779	316	390	463	441	372	354
UBE2S	686	1040	339	515	540	538	493	348
UBE2T	1638	2074	802	1072	1286	1131	1327	847
UBE2V2	1207	1229	585	679	600	622	622	379
UBE2W	30	34	16	11	36	32	46	31
UBE2Z	851	1090	423	575	487	481	425	381
UBE3A	804	918	416	489	2256	2254	2046	1612
UBE3B	245	319	119	158	733	570	663	599
UBE3C	1516	1656	684	906	3649	3191	3375	2624
UBE3D	247	296	115	159	460	419	380	307
UBE4A	1349	1426	615	704	2451	2120	2345	1912
UBE4B	1228	1472	569	739	1425	1203	1129	1153
UBFD1	616	829	304	424	567	542	513	384
UBIAD1	316	421	162	203	294	259	366	240
UBL3	199	211	100	119	134	137	171	118
UBL4A	533	756	219	382	484	436	432	294
UBL5	2263	3106	1231	1688	907	847	862	567
UBL7	1377	1700	684	850	918	819	992	732
UBLCP1	1047	1210	550	661	633	585	460	420
UBN1	285	313	132	167	1342	1220	1152	1124
UBN2	270	312	137	171	757	686	580	694
UBOX5	242	294	109	173	148	92	105	101
UBP1	260	330	126	164	1806	1550	1567	1378
UBQLN1	3587	3963	1755	2127	3082	2613	2787	2425
UBQLN2	1309	1448	624	787	684	507	515	630
UBQLN4	237	292	102	136	378	321	396	325
UBR1	1054	1180	542	696	1687	1513	1500	1207
UBR2	1560	1832	790	984	2372	2108	2093	1663
UBR3	1025	1121	473	585	2648	2420	2485	1987
UBR4	5089	6462	2758	3432	10583	8926	7936	8646
UBR5	2177	2387	1058	1280	7066	6274	5873	4878
UBR7	1261	1470	572	701	833	828	632	533
UBTD1	68	76	31	52	50	67	43	32
UBTD2	154	219	89	89	367	325	353	280
UBTF	1797	2469	886	1385	3101	2920	2796	2263
UBXN1	1129	1540	503	787	944	1002	1048	680
UBXN11	108	169	59	90	340	359	361	300
UBXN2A	230	255	138	137	380	358	360	270
UBXN2B	195	213	81	116	331	305	272	213
UBXN4	1422	1496	619	826	1168	1115	1114	942
UBXN6	313	420	139	212	555	448	586	414
UBXN7	953	1031	392	543	504	451	356	371
UBXN8	398	532	211	299	368	365	397	266
UCHL1	8480	10995	4159	5574	2978	2815	2366	1853
UCHL3	673	719	372	425	1053	1013	1016	691
UCHL5	1916	2178	941	1111	1914	1870	1692	1246
UCK1	401	566	270	326	446	419	362	286
UCK2	1481	1919	757	985	1659	1620	1535	1135
UCKL1	353	518	184	285	461	364	502	380
UCP2	167	165	49	71	187	132	83	177
UEVLD	240	275	127	150	245	141	233	166
UFC1	883	1078	408	591	879	854	879	569
UFD1	1669	2079	859	1134	1202	1122	1254	834
UFL1	725	769	357	433	994	957	1009	684
UFM1	410	513	213	283	228	219	192	103
UFSP1	47	55	18	36	40	24	32	16
UFSP2	395	411	185	229	334	307	345	270
UGCG	401	556	279	279	368	308	350	255
UGDH	565	778	339	421	492	526	431	366
UGGT1	1325	1352	537	720	3371	3129	3025	2443
UGGT2	631	610	309	397	1661	1570	1440	1133
UGP2	1112	1198	531	688	775	726	667	544
UGT3A2	84	97	31	60	32	18	21	27
UGT8	539	650	292	356	374	336	327	295
UHMK1	470	510	203	252	1144	949	1071	799
UHRF1	1598	2389	809	1179	1401	1312	1128	1081
UHRF1BP1	495	527	230	301	958	854	796	768
UHRF1BP1L	677	651	267	361	1584	1437	1471	1210
UHRF2	268	345	131	167	900	773	664	564
UIMC1	474	593	204	265	1553	1566	1284	1164
ULBP2	35	57	29	29	29	25	18	14
ULBP3	178	265	133	149	141	132	125	99
ULK1	270	384	144	183	202	147	148	178
ULK2	11	11	3	9	211	158	205	162
ULK3	269	379	121	200	879	789	810	667
ULK4	28	26	12	20	534	518	468	416
UMAD1	108	135	57	84	79	76	73	51
UMPS	1191	1575	648	755	1752	1567	1727	1315
UNC119	260	336	108	160	147	142	179	121
UNC119B	519	567	228	293	290	260	293	216
UNC13B	283	332	144	172	1786	1537	1617	1307
UNC45A	1108	1523	617	764	2278	2284	2101	1601
UNC50	441	592	238	309	510	489	517	363
UNC5B	226	335	93	174	228	199	178	192
UNC5C	216	243	96	116	191	142	156	132
UNC93B1	94	126	46	65	102	76	118	72
UNCX	5	12	4	1	130	132	95	74
UNG	1700	2104	892	1120	1387	1234	1527	1087
UNK	233	296	116	153	381	262	373	314
UNKL	147	235	80	97	157	179	141	141
UPF1	2244	3061	1080	1551	1891	1531	1654	1624
UPF2	823	944	404	537	1764	1678	1554	1270
UPF3A	117	118	47	60	119	85	103	69
UPF3B	1058	1165	469	622	1004	1115	995	669
UPP1	142	145	44	60	101	105	102	75
UPRT	207	245	85	129	205	216	224	179
UQCC1	500	599	254	318	498	505	569	406
UQCC2	1052	1304	464	654	689	595	746	453
UQCC3	111	264	79	112	179	146	159	107
UQCR10	2057	1744	813	1066	782	641	890	521
UQCRB	2263	2464	1026	1402	2236	2273	2031	1115
UQCRC1	3158	4220	1513	2076	4345	3914	4202	3033
UQCRC2	4212	4512	2085	2495	3606	2997	3811	2554
UQCRFS1	3234	4635	1804	2318	1243	1207	1117	865
UQCRH	820	1126	455	576	1490	1572	1224	810
UQCRQ	3197	3796	1455	1929	1903	1747	1527	991
URB1	1011	1234	432	627	4010	3471	3425	3234
URB2	1426	1851	698	898	4100	3644	3983	3330
URGCP	408	631	258	329	735	636	666	563
URI1	1644	1941	813	989	2947	2930	2714	2127
URM1	454	579	195	269	185	151	190	128
UROD	1937	2495	874	1260	1408	1239	1344	880
UROS	220	314	111	156	974	918	912	710
USB1	166	202	73	109	247	206	131	189
USE1	220	304	114	163	161	165	188	119
USF1	409	532	168	270	669	568	682	490
USF2	566	850	354	458	500	489	583	419
USF3	66	63	30	27	895	673	731	790
USH1C	1	0	1	0	32	27	26	23
USO1	1809	1786	769	973	2893	2741	3009	2154
USP1	2405	2583	1186	1446	7497	7122	7256	5272
USP10	950	1050	471	574	2433	2110	2385	1989
USP11	4374	5639	2111	2980	1852	1569	1830	1564
USP12	118	127	55	80	268	267	272	193
USP13	754	916	350	440	660	660	436	501
USP14	3825	4306	1833	2294	1549	1264	867	1292
USP15	1237	1290	668	709	2306	2218	2101	1546
USP16	926	966	416	569	3402	3043	3353	2309
USP18	94	169	48	83	182	152	136	91
USP19	1179	1468	523	719	2459	2371	2229	1971
USP2	92	123	42	69	79	87	52	76
USP20	306	358	147	182	324	283	281	253
USP21	70	104	32	50	427	403	382	392
USP22	2646	3271	1299	1766	4905	4073	4608	3613
USP24	1716	1993	802	1068	8024	7549	7195	5802
USP25	291	309	159	134	1901	1755	1836	1332
USP27X	57	65	28	31	60	56	50	44
USP28	517	679	232	318	1620	1367	1490	1119
USP30	399	423	195	233	195	161	213	141
USP31	73	87	37	42	528	426	410	382
USP32	303	370	158	190	1015	901	856	694
USP33	2175	2383	1073	1234	3332	2982	3184	2277
USP34	1002	1017	509	551	7077	6202	5895	5084
USP35	25	26	12	20	112	102	80	80
USP36	523	695	252	362	1114	946	775	923
USP37	686	760	323	422	1241	1081	1133	949
USP38	554	601	217	367	1731	1457	1650	1241
USP39	1336	1520	614	791	1698	1549	1677	1312
USP4	253	288	117	186	694	641	543	608
USP40	214	202	88	109	713	721	610	497
USP42	278	404	159	208	391	329	302	309
USP43	35	37	10	14	80	75	92	89
USP44	77	89	30	40	134	126	144	84
USP45	201	207	102	97	740	713	664	553
USP46	212	243	97	125	438	445	404	354
USP47	1086	1229	531	679	2795	2813	2754	1930
USP48	1880	2265	1010	1163	2322	2225	1965	1731
USP49	28	45	15	15	162	138	109	113
USP5	2656	3714	1353	1743	2184	2158	2198	1680
USP51	34	33	21	22	62	53	63	49
USP53	228	290	102	132	1141	1126	1080	875
USP54	372	440	161	207	1138	968	918	895
USP6NL	170	214	80	120	422	374	421	297
USP7	1253	1457	602	783	4063	4013	3690	3122
USP8	850	825	353	466	1197	1094	1115	953
USP9X	6349	6843	2939	3595	17600	15853	16063	13161
USPL1	350	414	149	182	1090	924	951	755
UST	50	60	32	38	247	212	235	182
UTP11	2169	2379	1057	1220	1256	1248	1246	947
UTP14A	866	1165	449	628	2412	2488	2480	1828
UTP14C	64	84	29	35	658	604	586	513
UTP15	782	907	372	452	1261	1086	1153	855
UTP18	2133	2492	966	1218	2720	2572	2194	1670
UTP20	2109	2582	1086	1402	6389	5832	5791	4742
UTP23	265	273	105	185	353	282	316	250
UTP25	542	627	247	295	1250	1195	1298	1094
UTP3	956	1233	519	623	1031	970	855	702
UTP4	1812	1995	899	1072	1347	1222	1091	1294
UTP6	1384	1605	659	820	1874	1887	1731	1278
UTRN	1577	2162	930	1131	4116	3857	3565	3008
UVRAG	155	198	83	98	504	474	412	403
UVSSA	73	108	49	72	267	240	183	183
UXS1	341	394	156	226	464	441	439	362
UXT	1302	1744	632	844	637	496	786	492
VAC14	479	601	213	279	671	548	578	579
VAMP1	46	60	21	31	37	25	32	30
VAMP3	581	650	302	358	286	230	335	235
VAMP4	117	141	45	75	87	59	62	43
VAMP7	683	813	331	462	981	850	1018	731
VAMP8	263	348	125	197	90	88	90	70
VANGL1	368	493	188	263	337	283	344	264
VANGL2	175	188	78	112	147	71	85	128
VAPA	1621	1938	778	978	1201	1181	1050	786
VAPB	1121	1348	589	715	402	326	333	331
VARS	3774	5083	1861	2452	3030	2584	2378	2489
VARS2	424	499	228	273	746	739	831	674
VASH1	20	28	7	19	169	177	131	127
VASH2	28	37	15	19	71	68	57	54
VASN	55	57	39	54	36	21	25	24
VASP	136	174	82	99	221	211	189	159
VAT1	1215	1372	503	718	704	606	588	503
VAV1	73	52	22	27	65	48	69	50
VAV2	267	354	129	158	369	279	319	313
VAV3	103	95	52	59	97	91	95	69
VAX2	21	27	16	15	58	45	34	23
VBP1	2852	3218	1423	1671	2599	2457	2226	1485
VCAN	1895	2254	969	1144	2738	2311	2247	2051
VCL	3224	3933	1512	2052	2856	2653	2891	2602
VCP	9753	13118	5425	7008	10950	10398	10360	8044
VCPIP1	492	597	247	302	902	823	781	676
VCPKMT	47	48	18	23	134	114	96	61
VDAC1	1801	2051	843	1183	1487	1376	1817	1176
VDAC2	546	652	284	377	876	783	837	599
VDAC3	3441	4177	1695	2216	2752	2590	2693	1800
VDR	119	114	38	71	38	34	19	39
VEGFA	126	133	58	81	180	169	199	146
VEGFB	37	45	18	27	72	73	62	49
VEGFC	47	47	21	28	35	26	24	17
VEZF1	409	472	192	311	271	247	319	221
VEZT	771	724	350	455	1482	1330	1433	1056
VGLL4	282	406	156	202	182	160	178	140
VHL	596	732	271	413	688	750	541	392
VILL	1	1	1	0	101	113	98	91
VIM	19163	27042	10403	14641	9772	8860	8644	7588
VIPAS39	209	235	99	117	242	245	258	217
VIPR1	47	56	14	31	54	41	44	33
VIRMA	1574	1750	808	985	3270	2780	3127	2418
VKORC1L1	102	176	57	81	122	101	133	91
VLDLR	165	182	63	91	63	57	39	45
VMA21	711	845	351	448	348	353	395	224
VMP1	1300	1511	663	873	865	810	781	645
VPS11	319	357	125	171	751	634	767	584
VPS13A	1099	1128	567	626	5909	5640	5304	4356
VPS13B	403	469	228	286	2621	2308	2274	1992
VPS13C	1316	1366	663	757	3688	3456	3281	2640
VPS13D	798	833	365	461	3868	3447	3134	2903
VPS16	656	752	323	405	733	620	697	550
VPS18	550	801	276	409	581	502	486	383
VPS25	715	946	398	533	792	669	810	591
VPS26A	1706	2261	956	1155	926	887	736	654
VPS26B	328	399	161	210	381	381	362	294
VPS26C	392	424	166	274	358	325	371	263
VPS28	471	679	237	358	410	379	372	270
VPS29	1686	1944	896	996	913	806	794	570
VPS33A	193	251	95	118	300	288	232	196
VPS33B	18	15	9	9	25	33	29	20
VPS35	2666	3196	1364	1658	3320	3155	2987	2276
VPS35L	542	594	230	331	886	733	818	695
VPS36	430	515	236	289	707	692	612	508
VPS37A	358	364	171	202	303	270	328	198
VPS37B	336	382	175	241	133	116	91	73
VPS37C	110	158	47	67	145	146	125	109
VPS39	630	738	328	427	684	550	583	564
VPS41	531	607	244	311	1494	1519	1369	931
VPS45	1189	1284	610	705	1364	1256	1284	910
VPS4A	37	67	27	42	174	196	194	152
VPS4B	694	952	399	498	618	519	521	392
VPS50	855	864	368	473	974	899	1023	619
VPS51	556	809	274	393	1160	1078	1122	762
VPS52	1033	1201	496	623	839	737	759	684
VPS53	1370	1592	673	857	775	619	588	638
VPS54	143	162	87	94	1233	1171	1131	837
VPS72	1008	1333	485	695	1118	1066	1170	831
VPS8	278	275	140	157	1053	887	942	663
VPS9D1	226	289	105	132	336	209	177	229
VRK1	2208	2637	1101	1458	2296	2169	2172	1539
VRK2	357	364	179	200	1080	990	1053	793
VRK3	261	312	127	143	469	409	438	352
VSIG10	62	51	24	30	107	84	95	67
VSIG2	0	0	0	0	12	11	14	18
VSTM4	67	90	39	35	26	34	19	20
VTA1	1574	1545	694	839	885	814	1080	713
VTI1A	201	254	87	139	400	329	302	269
VTI1B	128	167	72	89	825	715	906	561
VWA1	77	101	39	51	49	39	35	29
VWA8	575	653	280	391	1798	1585	1469	1353
VWCE	4	4	1	1	30	19	25	28
VWDE	39	48	22	17	638	612	494	402
WAC	1361	1422	655	810	1296	949	1584	1163
WAPL	1854	2299	912	1190	4027	3830	3649	2927
WARS	3370	3580	1415	1909	1733	1461	1914	1402
WARS2	424	508	179	288	579	531	548	432
WASF1	720	735	320	401	772	644	569	588
WASF2	575	750	271	418	372	277	268	311
WASF3	184	216	95	116	339	289	312	262
WASHC1	2	1	3	0	25	42	25	16
WASHC2A	128	211	82	99	482	457	453	358
WASHC2C	126	142	63	83	399	412	370	286
WASHC3	223	206	94	149	200	157	187	130
WASHC4	1206	1275	573	685	1828	1779	1788	1443
WASHC5	813	804	339	411	1773	1518	1893	1337
WASL	840	978	406	525	351	280	328	302
WBP1	17	26	4	15	183	157	213	130
WBP11	1100	1291	587	743	1278	1149	1382	1237
WBP1L	108	145	51	88	79	92	83	59
WBP2	1115	1443	554	757	246	207	269	225
WBP4	411	442	198	226	354	298	296	214
WDCP	472	475	182	283	752	631	740	520
WDFY1	393	487	182	223	347	331	338	290
WDFY2	144	177	63	103	146	137	115	98
WDFY3	703	703	291	367	3175	2819	2929	2572
WDHD1	800	934	390	486	1945	1673	1717	1221
WDPCP	56	76	33	59	238	218	221	182
WDR1	3343	4172	1693	2269	1967	1809	2205	1625
WDR11	1669	1931	750	947	2257	2006	2216	1682
WDR12	1046	1175	518	639	1822	1756	1725	1202
WDR13	325	333	149	193	404	358	430	305
WDR17	119	136	53	65	486	475	389	345
WDR18	1729	2362	825	1138	706	668	711	549
WDR19	376	435	193	226	996	834	832	611
WDR20	218	237	109	147	411	330	375	312
WDR24	163	222	56	84	349	317	294	269
WDR25	122	133	70	116	166	152	157	97
WDR26	1394	1693	666	839	2732	2515	1748	2071
WDR27	26	30	14	18	467	415	407	364
WDR3	2966	3530	1400	1748	4738	4497	4531	3253
WDR33	1184	1553	707	814	3225	2690	3069	2424
WDR34	745	1067	396	550	1486	1256	1362	1011
WDR35	932	1187	502	608	1568	1368	1226	968
WDR36	2473	2706	1209	1389	2683	2357	2597	1799
WDR37	260	285	109	156	346	300	248	237
WDR38	0	0	0	0	24	16	18	17
WDR4	391	428	141	223	738	675	538	508
WDR41	1030	1148	479	587	1382	1339	1099	866
WDR43	2616	3139	1471	1759	5642	5058	5523	3760
WDR44	835	928	401	561	1389	1339	1174	1067
WDR45	415	536	166	314	422	326	381	301
WDR45B	474	534	231	318	932	753	983	598
WDR46	1450	1962	725	1017	1541	1462	1554	1088
WDR47	391	455	187	213	544	500	647	522
WDR48	948	1098	463	622	1925	1673	1767	1245
WDR5	1061	1369	532	713	1293	1228	1139	860
WDR53	95	137	42	60	149	131	161	122
WDR54	342	391	136	196	407	393	433	314
WDR55	286	363	146	193	520	495	441	387
WDR59	346	454	153	224	1103	927	872	861
WDR5B	55	71	20	25	131	100	121	98
WDR6	1803	2496	849	1210	3963	3496	3857	3076
WDR60	268	421	164	184	522	486	540	372
WDR61	962	1154	530	618	1718	1656	1643	1075
WDR62	894	1196	412	626	1128	992	951	953
WDR63	157	188	86	100	52	30	49	36
WDR66	4	10	5	3	47	51	46	45
WDR7	417	478	215	250	1012	900	896	749
WDR70	843	917	375	526	1156	1077	1031	769
WDR73	264	321	134	168	1143	971	974	834
WDR74	570	774	307	403	930	853	843	611
WDR75	1866	2046	933	1131	2886	2750	2710	1885
WDR76	861	936	355	478	980	948	946	673
WDR77	2489	3511	1286	1672	2582	2393	2615	1862
WDR78	69	59	31	44	68	48	59	38
WDR81	411	502	189	255	658	643	538	538
WDR82	901	970	429	494	1324	1037	1326	992
WDR83	163	217	75	116	214	247	208	183
WDR83OS	873	1168	420	574	585	540	548	376
WDR88	2	0	3	0	24	15	15	13
WDR89	175	206	74	99	478	446	365	302
WDR90	105	90	44	51	830	677	714	724
WDR91	256	353	116	175	351	279	306	248
WDR92	232	285	127	149	247	256	253	168
WDSUB1	279	332	141	170	212	202	175	148
WDTC1	443	498	191	286	413	311	319	358
WDYHV1	137	125	44	61	100	69	84	84
WEE1	586	711	274	375	963	934	768	642
WFS1	437	568	178	247	307	246	301	239
WHAMM	69	83	34	31	314	282	287	251
WHRN	81	69	33	47	132	103	85	98
WIPF1	91	88	42	54	56	36	38	46
WIPF2	206	239	81	109	56	50	73	57
WIPI1	71	91	36	58	69	52	62	44
WIPI2	566	673	265	300	968	899	1035	780
WIZ	666	892	315	448	575	392	353	497
WLS	2845	3605	1404	2063	2017	1649	1830	1460
WNK1	3232	3513	1557	1963	4952	3858	3691	4430
WNK2	576	671	233	343	678	531	299	545
WNK3	207	212	120	120	816	736	815	670
WNK4	4	2	2	1	72	48	58	40
WNT10B	61	57	18	26	27	15	15	33
WNT3	27	32	12	8	31	33	28	25
WNT5A	284	378	175	186	161	129	113	95
WNT5B	163	236	92	102	25	20	18	22
WRAP53	396	526	183	229	678	579	598	482
WRAP73	823	1073	396	488	562	526	582	464
WRB	40	46	16	28	97	110	103	67
WRN	916	962	403	459	1470	1310	1220	1017
WRNIP1	1050	1293	492	662	1665	1523	1497	1112
WSB1	329	551	194	264	650	666	581	490
WSB2	194	221	93	116	507	439	407	342
WSCD1	75	101	28	45	112	93	107	69
WT1	198	244	96	128	53	45	53	41
WTAP	876	1045	483	575	1554	1436	1538	1170
WTIP	60	83	23	38	35	38	36	37
WWC1	172	222	81	93	701	640	657	541
WWC2	358	413	183	213	988	938	947	727
WWOX	229	277	94	122	346	362	335	274
WWP1	156	179	58	99	971	944	702	735
WWP2	433	460	194	289	479	391	436	444
WWTR1	598	757	255	385	77	45	85	77
XAB2	1443	1849	706	962	628	508	511	499
XBP1	412	601	196	265	1566	1528	1381	1047
XIAP	656	746	282	400	817	763	649	539
XK	72	75	25	38	54	57	43	42
XKR6	38	35	7	20	52	47	26	31
XKR8	39	75	27	29	101	67	93	53
XPA	256	274	106	143	419	415	350	253
XPC	597	832	313	401	1375	1353	1223	1030
XPNPEP1	2074	2517	991	1256	1369	1183	1373	925
XPNPEP3	480	543	214	295	670	539	497	542
XPO1	7898	8157	3889	4476	12863	11985	11954	8977
XPO4	986	1129	506	586	2178	1891	1934	1520
XPO5	3787	4916	1972	2503	5379	4542	4706	4026
XPO6	857	989	396	505	4135	3676	3821	3085
XPO7	1110	1246	548	710	2165	1850	2069	1731
XPOT	1504	1522	622	741	4438	3964	4537	3320
XPR1	333	469	184	235	937	841	861	694
XRCC1	1259	1909	687	970	704	592	650	527
XRCC2	308	363	138	174	615	611	497	450
XRCC3	401	432	197	259	479	430	462	353
XRCC4	394	456	182	235	284	288	254	190
XRCC5	19920	22447	9543	11976	15862	14981	15074	10407
XRCC6	7544	8863	3619	4777	11809	11448	12100	8211
XRN1	935	1153	431	501	1384	1340	1291	1081
XRN2	3444	4163	1806	2191	5075	4658	4939	3706
XRRA1	48	44	22	20	287	263	223	259
XXYLT1	239	276	91	143	173	164	150	137
XYLB	226	306	125	128	1008	816	691	701
XYLT2	243	312	109	151	371	326	346	315
YAE1	197	222	127	143	373	355	305	183
YAF2	392	463	199	301	201	179	157	137
YAP1	474	523	220	287	419	390	408	338
YARS	4012	4269	1750	2208	5428	5209	4842	3901
YARS2	1273	1438	638	714	940	866	975	677
YBEY	198	269	126	149	177	152	183	132
YBX1	873	937	363	614	4833	4355	5120	3093
YBX3	2699	4204	1595	2243	2754	2955	2489	1947
YDJC	827	1122	357	567	1010	895	733	527
YEATS2	672	822	280	349	1213	1000	980	914
YEATS4	1182	1185	555	646	723	758	685	472
YES1	684	831	330	504	864	852	836	631
YIF1A	671	854	313	424	651	604	805	532
YIF1B	1343	1699	612	863	436	316	478	340
YIPF1	351	467	194	245	255	210	253	163
YIPF2	426	611	205	283	345	286	347	220
YIPF3	880	1144	427	568	470	407	550	359
YIPF4	719	840	333	431	563	466	590	361
YIPF5	1189	1491	699	805	539	447	584	354
YIPF6	597	668	306	354	411	427	446	301
YJEFN3	4	10	4	3	43	29	17	27
YJU2	315	466	172	255	279	318	338	223
YKT6	865	1176	458	627	611	599	612	465
YLPM1	1676	1505	750	890	3384	2793	2271	2844
YME1L1	4149	4272	1932	2465	3680	3362	3433	2576
YOD1	224	281	105	158	849	779	688	563
YPEL1	11	13	1	5	16	13	20	13
YPEL2	33	53	15	19	19	12	14	10
YPEL5	197	205	90	135	91	92	79	60
YRDC	1099	1504	540	756	606	540	526	340
YTHDC1	1175	1465	593	804	2082	1965	2202	1454
YTHDC2	2382	2704	1145	1404	3190	2971	2682	2214
YTHDF1	1050	1216	543	737	937	801	879	684
YTHDF2	2008	2594	1114	1492	2698	2218	2706	1895
YTHDF3	825	1070	447	573	1180	1017	1230	1001
YWHAB	6272	7858	3160	4038	2239	2056	2024	1771
YWHAE	11032	14354	5537	7364	6802	6292	5668	5092
YWHAG	1968	2528	984	1371	1550	1576	1444	1105
YWHAH	1377	1800	634	901	1389	1252	1246	1016
YWHAQ	4284	5741	2360	2990	3786	3728	3450	2447
YWHAZ	609	751	321	435	1199	1053	954	870
YY1	2073	2499	986	1361	1357	1315	1246	988
YY1AP1	413	489	198	290	965	824	843	759
YY2	47	74	30	46	106	92	81	89
ZACN	3	5	0	0	418	365	463	294
ZADH2	636	734	269	399	406	346	382	264
ZBBX	10	7	10	5	40	56	41	26
ZBED1	197	230	87	105	405	347	361	285
ZBED4	290	369	122	173	811	751	703	659
ZBED5	414	528	231	257	1497	1416	1307	1104
ZBED6	40	55	20	17	1188	1106	1044	969
ZBED6CL	3	1	0	2	65	64	57	46
ZBED8	166	213	64	75	248	186	204	161
ZBED9	191	206	104	117	484	461	492	388
ZBTB1	231	296	161	190	778	730	863	623
ZBTB10	604	790	289	364	1807	1643	1563	1306
ZBTB11	769	951	407	460	2257	2022	1945	1654
ZBTB12	235	344	96	154	141	139	133	88
ZBTB14	152	172	85	105	216	240	200	179
ZBTB17	131	168	57	104	372	335	360	273
ZBTB18	223	252	103	140	828	777	738	583
ZBTB2	174	222	95	119	458	376	494	324
ZBTB21	606	773	292	341	609	574	495	472
ZBTB22	51	46	29	48	151	138	156	104
ZBTB24	412	423	204	270	815	659	811	606
ZBTB25	99	124	44	67	103	98	118	115
ZBTB26	58	83	33	46	174	178	127	129
ZBTB3	113	169	60	84	135	128	142	105
ZBTB33	1627	1910	786	922	1249	1091	1230	914
ZBTB34	168	210	65	79	254	288	231	178
ZBTB37	54	60	16	22	244	201	223	176
ZBTB38	207	223	86	149	463	381	434	320
ZBTB39	196	220	93	104	403	341	350	328
ZBTB4	90	104	41	64	120	99	99	98
ZBTB40	408	660	202	302	1241	1138	1140	1001
ZBTB41	108	119	54	65	567	557	519	420
ZBTB43	113	136	53	66	274	256	260	246
ZBTB44	249	257	104	133	899	763	715	699
ZBTB45	134	169	63	77	72	56	47	54
ZBTB46	110	118	45	56	79	78	75	71
ZBTB47	46	62	15	34	231	217	210	166
ZBTB48	241	359	124	182	399	403	374	313
ZBTB49	28	47	10	25	125	134	158	107
